,Date,Number of inspectors,Number of Incidents,Objective Value,Average response time [s],Average response time [min]
0,2019-07-31,110,247,3766759.2557980316,549.001349023195,9.150022483719916
1,2019-08-12,110,443,6619875.080458456,537.958245816037,8.965970763600616
2,2019-08-15,110,567,8053325.512697047,511.32225477441574,8.522037579573595
3,2019-08-16,110,570,8421167.025566418,531.8631805620895,8.864386342701492
4,2019-08-29,110,730,1011843521.1598349,49899.13255034802,831.652209172467
5,2019-09-04,110,520,6609511.929568825,457.5815951239956,7.62635991873326
6,2019-09-19,110,568,7778883.842607505,493.02784917934883,8.217130819655814
7,2019-09-20,110,739,11416916.468658824,556.1691378507682,9.269485630846136
8,2019-10-01,110,895,13495059.302106993,542.8180277942478,9.046967129904129
9,2019-10-08,110,667,7879217.680767956,425.26512220036943,7.087752036672824
10,2019-10-09,110,587,7656580.394416399,469.5688146490466,7.826146910817443
11,2019-10-22,110,568,7876659.716218575,499.2249115913182,8.320415193188635
12,2019-11-05,110,606,9105443.028031757,540.9174076058468,9.015290126764114
13,2019-11-07,110,403,5578487.529622539,498.32642944518955,8.30544049075316
14,2019-11-14,110,589,7174857.253608603,438.5311733954324,7.308852889923873
15,2019-11-19,110,623,9040422.029412936,522.3999888585324,8.70666648097554
16,2019-11-22,110,478,2006881214.7405276,151145.86554531168,2519.097759088528
17,2019-12-06,110,703,2010789924.193894,102970.75002984378,1716.179167164063
18,2019-12-26,110,326,4361328.420581512,481.61908938936944,8.026984823156157
19,2019-12-30,110,551,9397203.430980206,613.9733639115923,10.232889398526538
