,Date,Number of inspectors,Number of Incidents,Objective Value,Average response time [s],Average response time [min]
0,2019-07-31,110,247,2842825.166055774,414.33889059922217,6.905648176653703
1,2019-08-12,110,449,5149529.697620913,412.8798866689374,6.8813314444822895
2,2019-08-15,110,571,6329674.742480565,399.0688103840636,6.651146839734394
3,2019-08-16,110,573,6851002.693309743,430.4294885849053,7.173824809748422
4,2019-08-29,110,736,9761242.909686832,477.4520988433776,7.95753498072296
5,2019-09-04,110,524,5779118.954626842,397.03870680642433,6.617311780107072
6,2019-09-19,110,571,6000867.878432422,378.3384301638655,6.305640502731092
7,2019-09-20,110,746,8957847.409541424,432.28218062130196,7.204703010355033
8,2019-10-01,110,903,13058002.036164578,520.58479878397,8.676413313066167
9,2019-10-08,110,673,7044598.953211083,376.82847298008767,6.280474549668128
10,2019-10-09,110,590,6562414.471656249,400.4185101349575,6.673641835582625
11,2019-10-22,110,568,6047790.078398977,383.3106387717662,6.388510646196104
12,2019-11-05,110,607,7562964.957263302,448.54487390688445,7.475747898448074
13,2019-11-07,110,404,4330281.435982449,385.8666626122975,6.431111043538292
14,2019-11-14,110,589,6050077.652557057,369.78403309347044,6.163067218224508
15,2019-11-19,110,626,7539810.2775165755,433.5993130840203,7.226655218067005
16,2019-11-22,110,485,5507170.939133627,408.77969857486715,6.8129949762477855
17,2019-12-06,110,710,8220058.4458897235,416.79169584792965,6.94652826413216
18,2019-12-26,110,328,3792464.168302038,416.2460672526627,6.937434454211045
19,2019-12-30,110,558,6846835.862283021,441.7313459537433,7.362189099229055
