,Date,Number of inspectors,Number of Incidents,Objective Value,Average response time [s],Average response time [min]
0,2019-07-31,110,248,2643441.0431601014,383.72531271678895,6.395421878613149
1,2019-08-12,110,449,4662820.829873331,373.8564585199107,6.230940975331845
2,2019-08-15,110,571,6255497.5100322915,394.39213723496056,6.573202287249343
3,2019-08-16,110,576,6761056.50563706,422.5660316023163,7.0427671933719385
4,2019-08-29,110,736,9310941.804428244,455.4265013035554,7.59044168839259
5,2019-09-04,110,524,5325332.998968228,365.8625724481989,6.097709540803314
6,2019-09-19,110,572,5410207.600960102,340.50257628420223,5.675042938070037
7,2019-09-20,110,746,8704405.506796837,420.0517402743782,7.000862337906303
8,2019-10-01,110,905,13230212.671038518,526.2847029363388,8.771411715605646
9,2019-10-08,110,673,6835727.679295266,365.6555667973693,6.094259446622822
10,2019-10-09,110,592,6238649.05065072,379.3773071341654,6.322955118902756
11,2019-10-22,110,569,5850434.784126761,370.15053115740494,6.169175519290082
12,2019-11-05,110,608,7283869.527308097,431.2817483274531,7.188029138790885
13,2019-11-07,110,406,4190875.897594653,371.6047593926293,6.193412656543822
14,2019-11-14,110,591,5877100.141105278,357.99594768153975,5.9665991280256625
15,2019-11-19,110,630,7211638.670965965,412.0936383409123,6.868227305681872
16,2019-11-22,110,486,5068661.063010069,375.4563750377829,6.257606250629715
17,2019-12-06,110,712,8027266.184938068,405.87300935080117,6.7645501558466865
18,2019-12-26,110,328,3400254.7993130754,373.1986974855814,6.219978291426357
19,2019-12-30,110,564,6778463.106633651,432.66785787023304,7.211130964503884
