,Date,Number of inspectors,Number of Incidents,Objective Value,Average response time [s],Average response time [min]
0,2019-07-31,110,244,2527863.816025366,372.9635138398081,6.216058563996802
1,2019-08-12,110,447,5732914.52349179,461.71123679128505,7.695187279854751
2,2019-08-15,110,568,7728993.82228957,489.8658056380713,8.164430093967855
3,2019-08-16,110,571,8012968.384325899,505.1959051413877,8.419931752356462
4,2019-08-29,110,734,14617099.478296973,716.9149607884074,11.948582679806789
5,2019-09-04,110,520,6967095.476713262,482.33737915707195,8.038956319284532
6,2019-09-19,110,568,8105652.843342765,513.7385604935555,8.562309341559258
7,2019-09-20,110,747,12935953.263103586,623.4194343664378,10.390323906107296
8,2019-10-01,110,903,30029093.816254985,1197.1731753988697,19.95288625664783
9,2019-10-08,110,672,12640707.196657559,677.1807426780836,11.286345711301392
10,2019-10-09,110,588,8150452.809458906,499.0073148648309,8.316788581080514
11,2019-10-22,110,569,8244236.66615631,521.6037258025082,8.693395430041802
12,2019-11-05,110,605,8700779.705088582,517.7323460879156,8.628872434798593
13,2019-11-07,110,403,4742378.787839882,423.6368147946297,7.060613579910495
14,2019-11-14,110,592,8419815.147105254,512.0157859726168,8.533596432876946
15,2019-11-19,110,633,10186815.09670717,579.3449344098865,9.655748906831441
16,2019-11-22,110,482,6416167.199061263,479.2158073987666,7.986930123312776
17,2019-12-06,110,707,12657783.098741557,644.5264378425688,10.742107297376148
18,2019-12-26,110,328,3478996.7558189607,381.8411073459835,6.364018455766392
19,2019-12-30,110,558,7873510.526301274,507.9684210516951,8.466140350861584
