,X_value,Y_value,Sum_weight,Other_side
69,226048.93554,474350.86997,15,"(225975.57492, 474315.4285)"
70,105216.355,448659.069,15,"(105283.944, 448722.245)"
71,104195.92227,412075.41883,15,"(103820.15354, 412337.24023)"
72,165366.115,464002.096,14,"(165589.763, 464067.293)"
73,88211.048,419827.813,14,"(88221.462, 419819.248)"
74,88857.176,437928.673,14,"(88574.516, 437763.321)"
75,149141.093,414435.326,14,"(149140.383, 414452.126)"
76,210064.295,518311.745,14,"(210086.644, 518064.136)"
77,99466.0,433347.0,14,"(99482.0, 433343.0)"
78,107958.012,500356.083,14,"(107955.675, 500307.385)"
79,170678.835,449643.948,14,"(170700.399, 449667.848)"
80,166088.153,478123.758,14,"(166103.832, 478110.812)"
81,163984.061,376568.584,14,"(163973.67, 376557.883000002)"
82,192276.083,450054.322,14,"(192321.261, 450099.837)"
83,112503.752,481845.111,14,"(112515.855, 481880.267)"
84,210536.62033,515253.69505,14,"(210551.647, 515246.815)"
85,149233.017,407231.32,14,"(149220.632, 407221.36)"
86,109739.112,506460.914,14,"(109757.194, 506471.928)"
87,239538.967,478753.033,14,"(239536.97244, 478775.21991)"
88,74185.714,435604.229,14,"(74171.557, 435610.486)"
89,101902.78,467822.42,14,"(101911.874, 467758.518)"
90,176751.321,381498.283,14,"(176753.609, 381489.849)"
91,201821.758,567217.879,13,"(201782.507, 567327.828)"
92,138339.34429,451620.33107,13,"(138323.25783, 451623.50429)"
93,167557.75400000002,414100.389,13,"(167536.301, 414065.968)"
94,176839.503,430263.484,13,"(176807.704, 430297.786)"
95,213420.768,574183.339,13,"(213450.304, 574169.985)"
96,247847.108,478269.775,13,"(247823.049, 478258.179)"
97,234463.103,578003.897,13,"(234477.667, 578006.694)"
98,110918.404,407579.476,13,"(110924.045, 407560.949)"
99,195715.0,444036.0,13,"(195777.806, 443838.612)"
100,178610.75,319584.969,13,"(178821.213, 319782.58)"
101,171619.2,367756.328,13,"(171611.786, 367727.205)"
102,108810.33477,487786.26492,13,"(108809.377, 487656.093)"
103,161084.026,472735.785,12,"(161130.147, 472733.357)"
104,236992.002,582405.399,12,"(237018.177, 582390.595)"
105,204811.179,366992.554,12,"(204798.032, 367007.284)"
106,215509.674,473051.488,12,"(215507.92, 473073.911)"
107,184207.428,422536.741,12,"(184227.386, 422558.381)"
108,131253.79,549184.172,12,"(131220.494, 549189.154)"
109,197706.97278,466450.52964,12,"(197573.35371, 466440.30398)"
