,Date,Number of inspectors,Number of Incidents,Objective Value,Average response time [s],Average response time [min]
0,2019-07-31,110,247,2361940.7640684973,344.25047573467975,5.737507928911329
1,2019-08-12,110,448,5125930.808631048,411.9051542649949,6.865085904416582
2,2019-08-15,110,571,6040920.275694439,380.86362508756537,6.347727084792756
3,2019-08-16,110,576,6305687.803089528,394.1054876930955,6.568424794884924
4,2019-08-29,110,736,10069253.258828271,492.51782244268713,8.208630374044786
5,2019-09-04,110,523,5203071.671281208,358.1464247918231,5.9691070798637185
6,2019-09-19,110,572,6200383.22224925,390.23390909261013,6.503898484876836
7,2019-09-20,110,745,9600776.387366697,463.9301341546324,7.7321689025772065
8,2019-10-01,110,903,20061567.82789017,799.7967240354885,13.329945400591475
9,2019-10-08,110,677,8839788.459968532,470.06260643850385,7.834376773975064
10,2019-10-09,110,591,6201666.313462844,377.7664759469753,6.296107932449588
11,2019-10-22,110,569,6392311.250340076,404.43445520605053,6.7405742534341755
12,2019-11-05,110,606,6728273.984000221,399.6994445940726,6.66165740990121
13,2019-11-07,110,405,4212365.794464463,374.4325150635078,6.24054191772513
14,2019-11-14,110,593,6185455.880810042,375.5082828147749,6.258471380246248
15,2019-11-19,110,632,7689251.956348275,437.99536460211687,7.299922743368614
16,2019-11-22,110,486,4889148.13998727,362.15912148053854,6.0359853580089755
17,2019-12-06,110,711,9591504.390926095,485.6457919456251,8.094096532427084
18,2019-12-26,110,328,3044898.327516697,334.19615789817396,5.569935964969566
19,2019-12-30,110,565,6205334.887039408,395.38416979366144,6.58973616322769
