,Date,Number of inspectors,Number of Incidents,Objective Value,Average response time [s],Average response time [min]
0,2019-07-31,120,248,2245609.946773887,325.97563743491907,5.4329272905819845
1,2019-08-12,120,451,4267574.111872483,340.6489313246328,5.67748218874388
2,2019-08-15,120,569,5894946.635682026,372.96674672153415,6.2161124453589025
3,2019-08-16,120,576,6137631.225491209,383.60195159320057,6.393365859886676
4,2019-08-29,120,735,9750702.50340894,477.58542873839707,7.959757145639951
5,2019-09-04,120,522,4780255.920116964,329.672822077032,5.4945470346172
6,2019-09-19,120,572,5848485.527729018,368.08650174518294,6.1347750290863825
7,2019-09-20,120,746,9226682.022227341,445.25543270802183,7.420923878467031
8,2019-10-01,120,906,20811226.49036784,826.936151935146,13.7822691989191
9,2019-10-08,120,676,8437030.859597191,449.30933571819367,7.488488928636561
10,2019-10-09,120,594,6358174.633305239,385.3439171700145,6.422398619500242
11,2019-10-22,120,571,5996476.762708037,378.0615822372843,6.301026370621405
12,2019-11-05,120,606,6532096.263678569,388.0453225947665,6.467422043246108
13,2019-11-07,120,406,3738860.119736073,331.52454263669614,5.5254090439449355
14,2019-11-14,120,591,6161872.0798084615,375.342461714221,6.2557076952370165
15,2019-11-19,120,632,7393167.126369839,421.12977302106674,7.0188295503511124
16,2019-11-22,120,484,4755686.561767322,353.72875252814794,5.895479208802466
17,2019-12-06,120,711,9239838.20851556,467.83990929192714,7.7973318215321195
18,2019-12-26,120,328,3066752.2208530908,336.5947559472905,5.609912599121508
19,2019-12-30,120,564,5869410.684589265,374.64323518654874,6.244053919775812
