,Date,Number of inspectors,Number of Incidents,Objective Value,Average response time [s],Average response time [min]
0,2019-07-31,120,248,2467840.400658845,358.23489686983237,5.970581614497206
1,2019-08-12,120,449,4457515.124816901,357.3954220343173,5.956590367238621
2,2019-08-15,120,571,5677927.0754498895,357.9778891702207,5.966298152837012
3,2019-08-16,120,576,6121595.615100945,382.5997259438091,6.376662099063485
4,2019-08-29,120,736,8484068.231200928,414.98159826526273,6.916359971087712
5,2019-09-04,120,524,4793379.246948457,329.3161314697414,5.488602191162356
6,2019-09-19,120,571,5252588.091959763,331.16142085910946,5.519357014318491
7,2019-09-20,120,746,7994147.119085882,385.776536577871,6.429608942964517
8,2019-10-01,120,905,11975837.856899317,476.38692027444796,7.939782004574132
9,2019-10-08,120,676,6670833.528144453,355.25148966449746,5.920858161074958
10,2019-10-09,120,593,5617122.349796511,341.00574130299225,5.683429021716537
11,2019-10-22,120,571,5614340.842202598,353.968949771092,5.899482496184867
12,2019-11-05,120,608,6788230.74053498,401.9347149000975,6.698911915001625
13,2019-11-07,120,408,3966332.1510232505,349.9704839138162,5.832841398563604
14,2019-11-14,120,591,5425073.4250190435,330.4613253818707,5.507688756364512
15,2019-11-19,120,630,6826327.600205334,390.0758628688762,6.501264381147936
16,2019-11-22,120,486,4775525.941786973,353.7426623545906,5.895711039243177
17,2019-12-06,120,713,7696932.7354290895,388.62493474817285,6.4770822458028805
18,2019-12-26,120,328,3116931.1474892697,342.10219911467595,5.701703318577932
19,2019-12-30,120,568,6347815.317902044,402.3263229656225,6.705438716093709
