,Date,Number of inspectors,Number of Incidents,Objective Value,Average response time [s],Average response time [min]
0,2019-07-31,120,248,2849089.306170034,413.5774799279082,6.89295799879847
1,2019-08-12,120,449,5228908.955823701,419.2443706228357,6.987406177047261
2,2019-08-15,120,571,5994912.298678553,377.9629470270191,6.299382450450318
3,2019-08-16,120,576,6445902.427637967,402.86890172737293,6.714481695456215
4,2019-08-29,120,734,9056946.120766964,444.20989148175846,7.403498191362641
5,2019-09-04,120,524,5262844.5381078925,361.5694720837483,6.026157868062471
6,2019-09-19,120,572,5666232.811328518,356.616051062634,5.9436008510439
7,2019-09-20,120,744,8953484.291318102,433.2331108702307,7.220551847837178
8,2019-10-01,120,904,11607123.871267142,462.2305966433818,7.703843277389696
9,2019-10-08,120,673,6807527.473263229,364.1470862369632,6.069118103949387
10,2019-10-09,120,593,6469442.461385939,392.748614856482,6.545810247608033
11,2019-10-22,120,570,5451674.953953707,344.3163128812867,5.7386052146881115
12,2019-11-05,120,608,7314602.185204236,433.1014451765666,7.218357419609443
13,2019-11-07,120,406,4341847.908600631,384.9914401714845,6.416524002858075
14,2019-11-14,120,591,5689065.461497103,346.5420585683515,5.775700976139191
15,2019-11-19,120,629,7624746.874530772,436.39250792226994,7.273208465371166
16,2019-11-22,120,483,5083478.12776707,378.8927797093468,6.314879661822447
17,2019-12-06,120,712,8142702.081013976,411.7096557816055,6.861827596360091
18,2019-12-26,120,326,3438501.2381272214,379.71179316742325,6.328529886123721
19,2019-12-30,120,562,6819672.139592421,436.8473256678419,7.280788761130698
