,Date,Number of inspectors,Number of Incidents,Objective Value,Average response time [s],Average response time [min]
0,2019-07-31,120,245,2436802.7539449637,358.06081282456614,5.967680213742769
1,2019-08-12,120,448,5661788.1863565035,454.96512211793333,7.582752035298889
2,2019-08-15,120,568,7851775.469072373,497.6477409975447,8.294129016625744
3,2019-08-16,120,571,7517580.156496361,473.96302212586517,7.899383702097753
4,2019-08-29,120,736,14643876.811583813,716.2765831752952,11.937943052921586
5,2019-09-04,120,520,6881983.798797371,476.4450322244333,7.940750537073888
6,2019-09-19,120,568,7972035.981860297,505.26988617424416,8.421164769570735
7,2019-09-20,120,746,13368380.066693326,645.1228986608039,10.752048311013398
8,2019-10-01,120,904,28184342.873700872,1122.3853356783532,18.706422261305885
9,2019-10-08,120,671,12366323.229494857,663.4689065004692,11.057815108341153
10,2019-10-09,120,589,8593214.131301599,525.22191634441,8.753698605740167
11,2019-10-22,120,569,8315348.5083300695,526.1028933214104,8.768381555356841
12,2019-11-05,120,605,9049963.920703944,538.5102498270115,8.975170830450192
13,2019-11-07,120,403,4576664.849448047,408.83358456607857,6.8138930761013095
14,2019-11-14,120,591,8482098.657599544,516.6760603613935,8.611267672689893
15,2019-11-19,120,632,10750809.339946626,612.3878737944281,10.206464563240468
16,2019-11-22,120,486,6309705.437996174,467.3855879997166,7.789759799995277
17,2019-12-06,120,708,13337836.680974884,678.1950854732991,11.303251424554984
18,2019-12-26,120,328,3584825.041577757,393.4564070024368,6.557606783373946
19,2019-12-30,120,559,7853926.304839199,505.798474014689,8.429974566911485
