,Date,Number of inspectors,Number of Incidents,Objective Value,Average response time [s],Average response time [min]
0,2019-07-31,120,247,3059857.4290657067,445.97112326463736,7.432852054410622
1,2019-08-12,120,447,5961798.304369637,480.14482988211836,8.002413831368639
2,2019-08-15,120,570,6281251.519928469,396.7106223112717,6.611843705187862
3,2019-08-16,120,572,6772038.105920382,426.21218848449956,7.103536474741659
4,2019-08-29,120,733,9649609.5607981,473.9235254962231,7.8987254249370515
5,2019-09-04,120,521,5441485.379561223,375.99515098695593,6.266585849782599
6,2019-09-19,120,568,6372960.45143255,403.9200286119222,6.73200047686537
7,2019-09-20,120,740,9774841.196486589,475.53281496421243,7.925546916070207
8,2019-10-01,120,900,11338665.139209831,453.54660556839326,7.559110092806554
9,2019-10-08,120,668,6782629.269633764,365.53091872277776,6.092181978712962
10,2019-10-09,120,589,6881320.262511858,420.5900330227961,7.009833883713268
11,2019-10-22,120,569,6461149.901235617,408.78980042967,6.8131633404945
12,2019-11-05,120,607,7712834.384718292,457.4333407740668,7.623889012901113
13,2019-11-07,120,404,4691485.241937385,418.05314037065807,6.967552339510968
14,2019-11-14,120,589,6058472.475262563,370.29712921808533,6.171618820301422
15,2019-11-19,120,624,7814904.434812291,450.8598712391706,7.51433118731951
16,2019-11-22,120,480,5377478.210039559,403.3108657529669,6.721847762549448
17,2019-12-06,120,707,8249346.581074492,420.0515939443871,7.000859899073118
18,2019-12-26,120,326,3664183.7373366505,404.6337869451516,6.74389644908586
19,2019-12-30,120,555,7094561.933330031,460.1878010808669,7.669796684681115
