,Date,Number of inspectors,Number of Incidents,Objective Value,Average response time [s],Average response time [min]
0,2019-07-31,110,248,2453755.701206124,356.19034372346965,5.9365057287244944
1,2019-08-12,110,448,4385943.797157743,352.44191227160434,5.874031871193406
2,2019-08-15,110,571,5783001.6702280305,364.6025571422226,6.076709285703711
3,2019-08-16,110,576,6473454.329099195,404.5908955686997,6.743181592811662
4,2019-08-29,110,736,8554739.327840976,418.4383366878738,6.97397227813123
5,2019-09-04,110,523,4860299.016602887,334.5521311619578,5.575868852699297
6,2019-09-19,110,571,5508408.064636884,347.29017570390164,5.788169595065027
7,2019-09-20,110,745,8799822.382952875,425.2263164916825,7.087105274861375
8,2019-10-01,110,905,14714050.981210364,585.3103152746664,9.755171921244441
9,2019-10-08,110,676,7495322.904165853,399.1592079141579,6.652653465235965
10,2019-10-09,110,593,5892396.724227964,357.71717044216985,5.961952840702831
11,2019-10-22,110,571,5828441.941426949,367.46744289206686,6.124457381534447
12,2019-11-05,110,606,6890012.1159635205,409.3076504532785,6.821794174221308
13,2019-11-07,110,406,3961486.261842288,351.26479169044916,5.854413194840819
14,2019-11-14,110,591,5681855.264736499,346.1028587656751,5.768380979427918
15,2019-11-19,110,630,6657596.749101723,380.4340999486699,6.340568332477831
16,2019-11-22,110,486,4716226.159990342,349.3500859252105,5.822501432086842
17,2019-12-06,110,713,8213684.673512684,414.7161966990977,6.911936611651628
18,2019-12-26,110,328,3196776.947467085,350.8657625268752,5.847762708781253
19,2019-12-30,110,567,6411868.959192207,407.10279105982266,6.785046517663711
