,Date,Number of inspectors,Number of Incidents,Objective Value,Average response time [s],Average response time [min]
0,2019-07-31,110,248,2793560.871565657,405.5169007111438,6.758615011852397
1,2019-08-12,110,449,4865897.203002887,390.1387512429931,6.502312520716552
2,2019-08-15,110,571,6150086.132821742,387.74623604480337,6.46243726741339
3,2019-08-16,110,576,6711892.12152085,419.4932575950531,6.991554293250885
4,2019-08-29,110,734,9808333.376647562,481.06267242413105,8.017711207068851
5,2019-09-04,110,524,5402767.089051627,371.1824717669057,6.186374529448428
6,2019-09-19,110,571,5869110.2224083925,370.03146761243806,6.167191126873968
7,2019-09-20,110,744,8858237.073870966,428.62437454214347,7.143739575702392
8,2019-10-01,110,904,13613807.73332972,542.1427858405641,9.035713097342734
9,2019-10-08,110,674,7396796.920186802,395.081141137574,6.584685685626233
10,2019-10-09,110,593,6623734.284226872,402.11540342692643,6.701923390448774
11,2019-10-22,110,571,5863827.842202596,369.6984278796734,6.161640464661223
12,2019-11-05,110,608,7782584.74053498,460.8109385843081,7.680182309738468
13,2019-11-07,110,408,4375589.151023251,386.08139567852214,6.434689927975369
14,2019-11-14,110,591,6012501.4250190435,366.24374162552544,6.1040623604254245
15,2019-11-19,110,629,7704174.906280638,440.9384684039793,7.348974473399655
16,2019-11-22,110,483,5097735.318231526,379.95542744582804,6.3325904574304674
17,2019-12-06,110,713,8771668.710449887,442.8893037534305,7.381488395890509
18,2019-12-26,110,326,3341425.7750962293,368.9918033848597,6.149863389747662
19,2019-12-30,110,563,7048605.190988551,450.7101010223585,7.511835017039308
