,Date,Number of inspectors,Number of Incidents,Objective Value,Average response time [s],Average response time [min]
0,2019-07-31,110,244,2519699.908432689,371.75900288351147,6.195983381391858
1,2019-08-12,110,447,5739002.638418559,462.2015547719645,7.703359246199408
2,2019-08-15,110,568,8136630.469072373,515.7019311383898,8.59503218563983
3,2019-08-16,110,571,8010999.957958478,505.07180120228577,8.417863353371429
4,2019-08-29,110,734,16156132.049286433,792.3988471039667,13.206647451732778
5,2019-09-04,110,520,7121638.798797371,493.0365322244334,8.21727553707389
6,2019-09-19,110,568,8184295.981860297,518.7229847657935,8.645383079429893
7,2019-09-20,110,746,14428461.421938008,696.2796396645687,11.604660661076144
8,2019-10-01,110,903,32561469.427968375,1298.131671546912,21.6355278591152
9,2019-10-08,110,671,13285295.958941514,712.7729575587101,11.87954929264517
10,2019-10-09,110,589,8875422.131301599,542.4706226262438,9.041177043770729
11,2019-10-22,110,569,8571041.9345021,542.2803332901153,9.038005554835255
12,2019-11-05,110,605,9286102.92070394,552.561496108003,9.209358268466717
13,2019-11-07,110,403,4678082.844040832,417.8932565396276,6.964887608993793
14,2019-11-14,110,591,8696294.657599544,529.7235324426118,8.828725540710197
15,2019-11-19,110,631,11076311.930699853,631.9290483442071,10.532150805736785
16,2019-11-22,110,484,6395675.0989558175,475.7113709967137,7.928522849945228
17,2019-12-06,110,707,13975084.893560955,711.6026254147021,11.8600437569117
18,2019-12-26,110,328,3683829.7558189607,404.32277807769077,6.738712967961513
19,2019-12-30,110,559,8008076.304839199,515.7258443188035,8.595430738646725
