,Date,Number of inspectors,Number of Incidents,Objective Value,Average response time [s],Average response time [min]
0,2019-07-31,110,247,3562645.7869074172,519.2520175249678,8.654200292082797
1,2019-08-12,110,443,6494132.1957152,527.7398624057499,8.795664373429165
2,2019-08-15,110,567,7273734.17574369,461.82439211071045,7.697073201845174
3,2019-08-16,110,570,7989386.322845938,504.59282039026976,8.40988033983783
4,2019-08-29,110,730,11007411.159834672,542.8312352795181,9.047187254658635
5,2019-09-04,110,520,6426283.929568825,444.89657973938023,7.414942995656337
6,2019-09-19,110,568,7512439.582666697,476.1405369295794,7.935675615492991
7,2019-09-20,110,739,11290688.970888656,550.0200310581753,9.167000517636255
8,2019-10-01,110,895,13116332.888590649,527.5843396528082,8.793072327546804
9,2019-10-08,110,667,8188431.926799467,441.9543468737344,7.365905781228906
10,2019-10-09,110,587,7670330.278200519,470.41207839049184,7.840201306508197
11,2019-10-22,110,568,7821784.65084678,495.74691449028893,8.26244857483815
12,2019-11-05,110,606,8982938.768442556,533.6399268381716,8.893998780636194
13,2019-11-07,110,403,5451556.940624375,486.9877167803412,8.11646194633902
14,2019-11-14,110,589,7101758.432060937,434.0633337083085,7.234388895138475
15,2019-11-19,110,623,8657830.721648028,500.29198391545583,8.338199731924265
16,2019-11-22,110,478,6649697.975513449,500.81407346963215,8.34690122449387
17,2019-12-06,110,703,9569442.397935135,490.04256945329286,8.16737615755488
18,2019-12-26,110,326,4328677.829237002,478.01350261512897,7.96689171025215
19,2019-12-30,110,551,8537792.623437645,557.8231115131673,9.297051858552788
