,Date,Number of inspectors,Number of Incidents,Objective Value,Average response time [s],Average response time [min]
0,2019-07-31,100,247,3663253.786907417,533.9155316950081,8.898592194916802
1,2019-08-12,100,443,6909862.865465144,561.5238445976189,9.358730743293648
2,2019-08-15,100,567,7410664.662276155,470.5183912556289,7.841973187593815
3,2019-08-16,100,570,8093591.678705508,511.17421128666376,8.519570188111063
4,2019-08-29,100,730,11200927.808722422,552.3745220739823,9.206242034566372
5,2019-09-04,100,520,6547561.79137162,453.2927394026507,7.554878990044178
6,2019-09-19,100,568,7810995.545991026,495.0630979853467,8.251051633089112
7,2019-09-20,100,739,11877967.84749011,578.6290155746198,9.643816926243662
8,2019-10-01,100,895,14054223.957361434,565.309567000013,9.421826116666884
9,2019-10-08,100,667,8561396.03726753,462.0843438405264,7.70140573067544
10,2019-10-09,100,587,7824780.7054617535,479.8843362804482,7.998072271340804
11,2019-10-22,100,568,7961934.059364608,504.6296234808554,8.410493724680924
12,2019-11-05,100,606,9094007.820433646,540.2380883425928,9.003968139043215
13,2019-11-07,100,403,5631305.321473068,503.0446441018125,8.384077401696874
14,2019-11-14,100,588,7322694.617590547,448.32824189329875,7.4721373648883125
15,2019-11-19,100,623,8964231.938380415,517.9973511744702,8.63328918624117
16,2019-11-22,100,478,6688954.029326858,503.77059635097675,8.396176605849613
17,2019-12-06,100,703,10019171.397935137,513.0727885144594,8.551213141907656
18,2019-12-26,100,326,4383162.829237002,484.0302510813868,8.067170851356446
19,2019-12-30,100,551,8588913.623437643,561.1631405512799,9.352719009187998
