,Date,Number of inspectors,Number of Incidents,Objective Value,Average response time [s],Average response time [min]
0,2019-07-31,100,248,2809082.6278322553,407.7700588788758,6.796167647981263
1,2019-08-12,100,448,4798843.690469152,385.6213679841283,6.427022799735472
2,2019-08-15,100,571,6516191.727599882,410.8281999887841,6.847136666479735
3,2019-08-16,100,576,7149302.031964561,446.831376997785,7.447189616629751
4,2019-08-29,100,736,10681708.41614799,522.4748681811517,8.707914469685862
5,2019-09-04,100,523,5473588.092992246,376.76705802623485,6.279450967103914
6,2019-09-19,100,571,6283720.347727321,396.17151053972606,6.602858508995435
7,2019-09-20,100,745,10044239.061561003,485.3592029747599,8.089320049579332
8,2019-10-01,100,905,19133136.844200943,761.0971562334076,12.684952603890128
9,2019-10-08,100,676,8477332.277361343,451.4555650665804,7.5242594177763396
10,2019-10-09,100,593,6723408.346379828,408.16644261327787,6.802774043554631
11,2019-10-22,100,571,6166735.295956384,388.7959205856914,6.479932009761524
12,2019-11-05,100,606,8202052.237337846,487.2506279606641,8.120843799344401
13,2019-11-07,100,406,4527030.293558887,401.41155312344813,6.690192552057469
14,2019-11-14,100,591,6321493.764401771,385.0656100143211,6.417760166905352
15,2019-11-19,100,630,8074793.420688344,461.4167668964769,7.690279448274614
16,2019-11-22,100,486,5459539.062447745,404.4103009220552,6.740171682034254
17,2019-12-06,100,713,9275117.547163237,468.3088803616781,7.805148006027968
18,2019-12-26,100,328,3647298.4498762614,400.3132444986141,6.671887408310235
19,2019-12-30,100,567,7405615.86291348,470.1978325659352,7.836630542765587
