,Date,Number of inspectors,Number of Incidents,Objective Value,Average response time [s],Average response time [min]
0,2019-07-31,100,244,2752637.9084326886,406.1269045228557,6.768781742047595
1,2019-08-12,100,447,6061014.766857915,488.13541746506695,8.13559029108445
2,2019-08-15,100,568,8642762.042534977,547.7806928367239,9.129678213945398
3,2019-08-16,100,571,8508622.669677617,536.4455623614609,8.940759372691016
4,2019-08-29,100,734,17987518.049286433,882.2215936979721,14.703693228299535
5,2019-09-04,100,520,7653634.669005278,529.8670155465193,8.831116925775321
6,2019-09-19,100,568,8711773.648508219,552.154667863197,9.20257779771995
7,2019-09-20,100,746,16025286.144602753,773.3382053695698,12.88897008949283
8,2019-10-01,100,903,8039570646.140341,320514.44436439895,5341.9074060733155
9,2019-10-08,100,671,14276984.688388167,765.9783141311088,12.76630523551848
10,2019-10-09,100,588,9527646.4044291,583.3252900670878,9.722088167784797
11,2019-10-22,100,569,9068799.343019927,573.7728934072361,9.562881556787268
12,2019-11-05,100,605,9935070.758110646,591.1777641189806,9.852962735316343
13,2019-11-07,100,403,5114594.844040832,456.8868843311909,7.614781405519849
14,2019-11-14,100,591,9383913.890205486,571.6089679312986,9.52681613218831
15,2019-11-19,100,631,11606671.165632287,662.1872614306851,11.036454357178085
16,2019-11-22,100,482,6760001.642576937,504.89638824226074,8.41493980403768
17,2019-12-06,100,707,14883916.15141988,757.879747455609,12.631329124260152
18,2019-12-26,100,328,3887803.7558189607,426.71016832159324,7.111836138693221
19,2019-12-30,100,558,8471599.247035867,546.5547901313463,9.109246502189105
