,Date,Number of inspectors,Number of Incidents,Objective Value,Average response time [s],Average response time [min]
0,2019-07-31,100,246,3970748.3608167167,581.0851259731782,9.68475209955297
1,2019-08-12,100,442,6974656.463272048,568.0715671443297,9.467859452405495
2,2019-08-15,100,567,8559940.659917716,543.4882958677915,9.058138264463192
3,2019-08-16,100,569,8583947.25177554,543.0968384251661,9.051613973752769
4,2019-08-29,100,729,12838930.838011773,634.0212759511987,10.567021265853311
5,2019-09-04,100,519,6941487.825668851,481.4904850174925,8.024841416958209
6,2019-09-19,100,568,8287958.685794942,525.2931561419331,8.754885935698885
7,2019-09-20,100,736,12002224.560686931,587.0653317727304,9.784422196212173
8,2019-10-01,100,895,15063889.799320366,605.9218243302047,10.098697072170078
9,2019-10-08,100,667,8791477.544333475,474.5025361259447,7.9083756020990785
10,2019-10-09,100,587,8111010.593872325,497.43846913015966,8.290641152169327
11,2019-10-22,100,567,8642474.496575296,548.7285394650982,9.145475657751636
12,2019-11-05,100,605,9528581.33599269,566.9899637946064,9.449832729910106
13,2019-11-07,100,403,5859724.308344089,523.4493178669658,8.724155297782763
14,2019-11-14,100,589,7541442.276798301,460.93704917612706,7.682284152935451
15,2019-11-19,100,621,9188674.186243365,532.6767644199052,8.877946073665088
16,2019-11-22,100,478,2007254961.7062669,151174.01385235484,2519.5668975392473
17,2019-12-06,100,702,1011250199.2213465,51858.984575453665,864.3164095908944
18,2019-12-26,100,326,4747772.366206011,524.2938809307252,8.73823134884542
19,2019-12-30,100,551,9854620.69737566,643.8590655272664,10.730984425454439
