,Date,Number of inspectors,Number of Incidents,Objective Value,Average response time [s],Average response time [min]
0,2019-07-31,100,248,3032430.306170034,440.1914960569405,7.336524934282341
1,2019-08-12,100,449,5775164.203002888,463.0421187262894,7.717368645438157
2,2019-08-15,100,571,7004193.1328217415,441.59536389068774,7.359922731511462
3,2019-08-16,100,576,7514653.943756245,469.66587148476526,7.827764524746088
4,2019-08-29,100,734,10916631.645270808,535.420625653609,8.923677094226816
5,2019-09-04,100,524,5883527.2192896595,404.211793691656,6.736863228194267
6,2019-09-19,100,571,6463590.491031637,407.5118348111015,6.791863913518358
7,2019-09-20,100,744,10249215.524344921,495.92978343604454,8.265496390600742
8,2019-10-01,100,904,16380653.699919049,652.3269172534135,10.872115287556891
9,2019-10-08,100,673,8005039.731865394,428.2042055678368,7.136736759463947
10,2019-10-09,100,593,7468892.284226872,453.42347762591464,7.55705796043191
11,2019-10-22,100,570,6560221.189245324,414.3297593207573,6.905495988679289
12,2019-11-05,100,608,8509703.954763087,503.86404995307754,8.397734165884625
13,2019-11-07,100,406,4825727.306687865,427.89700256345606,7.131616709390935
14,2019-11-14,100,590,6590025.072484404,402.10322476176026,6.701720412696004
15,2019-11-19,100,629,8588679.2358945,491.56192765055954,8.192698794175993
16,2019-11-22,100,483,5775353.318231525,430.46111688682174,7.174351948113696
17,2019-12-06,100,712,9646251.63742751,487.7318243643123,8.128863739405205
18,2019-12-26,100,326,3753383.775096229,414.48409786338726,6.908068297723121
19,2019-12-30,100,562,7867343.117251709,503.9579221015329,8.399298701692215
