,Date,Number of inspectors,Number of Incidents,Objective Value,Average response time [s],Average response time [min]
0,2019-07-31,120,245,2362075.6615376407,347.0805053687962,5.784675089479936
1,2019-08-12,120,447,5635357.52349179,453.8542971939696,7.564238286566161
2,2019-08-15,120,568,7643041.248826965,484.4181073200189,8.073635122000315
3,2019-08-16,120,571,7699948.672606762,485.46086202074156,8.09101436701236
4,2019-08-29,120,735,14288406.974300671,699.8403415984001,11.664005693306668
5,2019-09-04,120,520,6683118.606505354,462.67744198883224,7.711290699813871
6,2019-09-19,120,568,7734662.843342765,490.22510978933025,8.170418496488837
7,2019-09-20,120,747,12638454.155130696,609.0821279581058,10.151368799301764
8,2019-10-01,120,904,28284212.429379012,1126.3624418779254,18.77270736463209
9,2019-10-08,120,672,12115886.737764252,649.0653609516564,10.81775601586094
10,2019-10-09,120,589,8060203.999210358,492.64404748993695,8.210734124832282
11,2019-10-22,120,569,7918084.257638482,500.9684240333662,8.349473733889436
12,2019-11-05,120,605,8537326.920703942,508.00622999230075,8.466770499871679
13,2019-11-07,120,403,4562299.787839882,407.5503532561681,6.792505887602801
14,2019-11-14,120,592,8078001.147105255,491.2297994861304,8.18716332476884
15,2019-11-19,120,633,9987778.809348036,568.0253351287982,9.467088918813305
16,2019-11-22,120,485,6218461.394527394,461.57651588244585,7.692941931374097
17,2019-12-06,120,708,12432720.051120138,632.1722059891596,10.536203433152659
18,2019-12-26,120,328,3404659.041577757,373.682089929266,6.228034832154433
19,2019-12-30,120,559,7695512.584104607,495.5965170443038,8.259941950738398
