,Date,Number of inspectors,Number of Incidents,Objective Value,Average response time [s],Average response time [min]
0,2019-07-31,120,247,2749314.166055774,400.70975699598324,6.678495949933054
1,2019-08-12,120,449,4799909.697620913,384.847993573169,6.414133226219483
2,2019-08-15,120,571,5916022.618855268,372.98916686302914,6.216486114383819
3,2019-08-16,120,573,6577962.693309743,413.27514303516705,6.887919050586118
4,2019-08-29,120,736,8735696.909686832,427.28952275642104,7.121492045940351
5,2019-09-04,120,524,5323574.9546268415,365.74179077588985,6.0956965129314975
6,2019-09-19,120,571,5443050.135762817,343.16953570483616,5.719492261747269
7,2019-09-20,120,746,8470177.293687597,408.7485021082486,6.812475035137477
8,2019-10-01,120,903,11046710.311107276,440.4004110740442,7.34000685123407
9,2019-10-08,120,673,6598265.405601804,352.953275782563,5.882554596376051
10,2019-10-09,120,590,5959820.823752215,363.6500841611521,6.060834736019202
11,2019-10-22,120,568,5598728.812899044,354.8490092682493,5.914150154470821
12,2019-11-05,120,607,6931301.957263303,411.08215891512174,6.851369315252029
13,2019-11-07,120,404,4134390.435982449,368.41102894893106,6.140183815815518
14,2019-11-14,120,589,5548786.543999709,339.144848190135,5.65241413650225
15,2019-11-19,120,626,7093172.474778403,407.9140720319848,6.798567867199747
16,2019-11-22,120,485,5084625.939133626,377.41553362641355,6.290258893773559
17,2019-12-06,120,710,7329714.4458897235,371.64749303102826,6.194124883850471
18,2019-12-26,120,328,3478719.168302038,381.81064042339443,6.3635106737232405
19,2019-12-30,120,558,6365192.525652834,410.65758230018287,6.844293038336381
