,Date,Number of inspectors,Number of Incidents,Objective Value,Average response time [s],Average response time [min]
0,2019-07-31,120,248,2480101.0431601014,360.01466755549865,6.000244459258311
1,2019-08-12,120,449,4521310.82987333,362.5104451568817,6.041840752614695
2,2019-08-15,120,571,5840187.5100322915,368.20796910886605,6.136799485147767
3,2019-08-16,120,576,6218744.505637059,388.6715316023163,6.477858860038605
4,2019-08-29,120,736,8685581.885996308,424.8382444237324,7.080637407062207
5,2019-09-04,120,524,4944149.998968227,339.67442741003094,5.661240456833849
6,2019-09-19,120,572,5160427.332336857,324.7821397974246,5.41303566329041
7,2019-09-20,120,746,8197865.930449808,395.6074711745216,6.593457852908694
8,2019-10-01,120,905,12328472.782031821,490.41438690955306,8.173573115159218
9,2019-10-08,120,675,6495662.545650298,346.4353357680159,5.773922262800265
10,2019-10-09,120,592,5915578.05065072,359.7310976747059,5.9955182945784316
11,2019-10-22,120,571,5642794.60014815,355.7628819708115,5.929381366180192
12,2019-11-05,120,608,6962294.527308097,412.2411233274531,6.870685388790886
13,2019-11-07,120,406,3989274.8975946526,353.728808653713,5.895480144228549
14,2019-11-14,120,593,5660269.248484279,343.6251145791468,5.72708524298578
15,2019-11-19,120,632,6866668.26603054,391.13933160933453,6.518988860155575
16,2019-11-22,120,486,4715301.06301007,349.28156022296815,5.821359337049469
17,2019-12-06,120,713,7793352.659426247,393.4932619065146,6.558221031775243
18,2019-12-26,120,328,3145382.7993130754,345.22494138802045,5.7537490231336745
19,2019-12-30,120,565,6410131.084091765,408.4331310217761,6.8072188503629345
