,Date,Number of inspectors,Number of Incidents,Objective Value,Average response time [s],Average response time [min]
0,2019-07-31,120,247,2767385.166055774,403.3435869554974,6.722393115924957
1,2019-08-12,120,449,4963715.157638545,397.98161620264506,6.633026936710751
2,2019-08-15,120,571,6040410.040665563,380.83145615404607,6.347190935900768
3,2019-08-16,120,573,6437102.750225871,404.4253036791123,6.740421727985205
4,2019-08-29,120,736,9043396.230200069,442.3400329989164,7.372333883315274
5,2019-09-04,120,524,5671057.067015036,389.61460765752156,6.493576794292026
6,2019-09-19,120,571,5861192.408685866,369.5322709504223,6.158871182507038
7,2019-09-20,120,746,8676668.409541423,418.71322083577905,6.978553680596318
8,2019-10-01,120,903,11058267.62276701,440.86116768506355,7.347686128084392
9,2019-10-08,120,673,6526814.89124511,349.13125718398805,5.818854286399801
10,2019-10-09,120,590,6224890.654058089,379.8238365187986,6.33039727531331
11,2019-10-22,120,568,5649968.3354549855,358.0965846415132,5.968276410691886
12,2019-11-05,120,607,7254785.009397749,430.26731521963586,7.1711219203272645
13,2019-11-07,120,404,4260642.940158058,379.66125209329226,6.327687534888204
14,2019-11-14,120,589,5733772.543999708,350.4512930118667,5.840854883531112
15,2019-11-19,120,626,7111560.676217213,408.9715404853349,6.816192341422249
16,2019-11-22,120,485,5300154.015288407,393.4134939183147,6.5568915653052455
17,2019-12-06,120,710,7743234.09356603,392.6146864343339,6.543578107238899
18,2019-12-26,120,328,3748751.6675114674,411.4483537512586,6.857472562520977
19,2019-12-30,120,558,6695792.489910815,431.9866122523106,7.199776870871843
