,Date,Number of inspectors,Number of Incidents,Objective Value,Average response time [s],Average response time [min]
0,2019-07-31,120,248,2234488.893211119,324.3612909500011,5.406021515833351
1,2019-08-12,120,449,4278039.934109291,343.00542901544424,5.716757150257404
2,2019-08-15,120,571,5213919.592909809,328.72347696103884,5.478724616017314
3,2019-08-16,120,578,5866225.686192696,365.3704579635589,6.089507632725982
4,2019-08-29,120,737,8577112.668610776,418.96344107189674,6.982724017864945
5,2019-09-04,120,523,4594720.917789185,316.2714207273627,5.271190345456045
6,2019-09-19,120,573,5534096.0611807555,347.69189913177524,5.794864985529587
7,2019-09-20,120,747,8217063.3191102715,396.0030515233866,6.60005085872311
8,2019-10-01,120,908,17408439.44729008,690.2024450467434,11.503374084112389
9,2019-10-08,120,677,7673998.001075221,408.07079473959817,6.801179912326636
10,2019-10-09,120,595,5652341.204861976,341.99039222694313,5.699839870449052
11,2019-10-22,120,570,5659177.690858976,357.42174889635646,5.957029148272608
12,2019-11-05,120,607,5891845.527025573,349.4340016028346,5.82390002671391
13,2019-11-07,120,407,3824612.6357899257,338.29497515586564,5.638249585931094
14,2019-11-14,120,594,5642188.474234154,341.95081662025177,5.699180277004197
15,2019-11-19,120,633,6631069.626211493,377.12244319686215,6.285374053281036
16,2019-11-22,120,486,4522914.4825370675,335.0307024101532,5.58384504016922
17,2019-12-06,120,713,8370057.026201533,422.6115749554771,7.043526249257952
18,2019-12-26,120,328,2775756.589845412,304.65621108059395,5.077603518009899
19,2019-12-30,120,566,5466095.706405462,347.6668647183686,5.794447745306143
