,Date,Number of inspectors,Number of Incidents,Objective Value,Average response time [s],Average response time [min]
0,2019-07-31,100,247,2922628.166055774,425.9700970769548,7.0995016179492465
1,2019-08-12,100,449,5368766.82987333,430.4579195444095,7.174298659073491
2,2019-08-15,100,571,6785936.796020194,427.83489432001227,7.130581572000205
3,2019-08-16,100,573,7255496.20942802,455.8426937860536,7.59737822976756
4,2019-08-29,100,736,10635029.18665633,520.1916449994944,8.669860749991575
5,2019-09-04,100,524,6051841.635808609,415.77537955937015,6.929589659322835
6,2019-09-19,100,571,6401559.44922973,403.60094601098126,6.726682433516355
7,2019-09-20,100,746,9586120.506796837,462.60098960413694,7.710016493402282
8,2019-10-01,100,903,16002859.477093149,637.9877532395939,10.633129220659898
9,2019-10-08,100,673,7719540.223886393,412.932315096449,6.882205251607483
10,2019-10-09,100,590,6986298.950773748,426.2826478438219,7.104710797397032
11,2019-10-22,100,568,6487849.949291947,411.20175734948964,6.853362622491494
12,2019-11-05,100,607,7974874.726822153,472.9744483782496,7.882907472970826
13,2019-11-07,100,404,4561059.834069682,406.431074323041,6.77385123871735
14,2019-11-14,100,589,6514712.15487074,398.18274630788903,6.636379105131484
15,2019-11-19,100,626,7992750.943635864,459.64701912282925,7.660783652047154
16,2019-11-22,100,485,5738893.684596238,425.979737413329,7.099662290222151
17,2019-12-06,100,710,9133551.57882311,463.10965751779145,7.718494291963191
18,2019-12-26,100,328,3767918.7052710466,413.5520530175539,6.892534216959231
19,2019-12-30,100,558,7332418.9206685405,473.05928520442194,7.884321420073699
