,Date,Number of inspectors,Number of Incidents,Objective Value,Average response time [s],Average response time [min]
0,2019-07-31,100,245,2600106.9451679867,382.0565307185613,6.367608845309355
1,2019-08-12,100,445,5682106.906578575,459.676064352424,7.661267739207067
2,2019-08-15,100,568,6925432.681352537,438.9358741702312,7.315597902837187
3,2019-08-16,100,574,7067927.134288149,443.2846286313125,7.388077143855209
4,2019-08-29,100,734,12605274.406810032,618.242341478421,10.304039024640351
5,2019-09-04,100,520,6014095.319275891,416.36044518063864,6.939340753010644
6,2019-09-19,100,570,7216671.084484149,455.78975270426207,7.596495878404368
7,2019-09-20,100,744,12089924.621335005,584.9963526452422,9.749939210754036
8,2019-10-01,100,905,28353093.78401125,1127.8578742811105,18.797631238018507
9,2019-10-08,100,676,11070894.852247903,589.5742820723735,9.826238034539559
10,2019-10-09,100,588,7227230.0932037495,442.4834750941071,7.374724584901785
11,2019-10-22,100,569,7091602.065147358,448.6778108001843,7.477963513336405
12,2019-11-05,100,605,7945263.389467174,472.7760033401955,7.879600055669925
13,2019-11-07,100,405,4692113.413415827,417.0767478591846,6.95127913098641
14,2019-11-14,100,591,7274942.109386779,443.14368179005766,7.385728029834294
15,2019-11-19,100,631,9424985.89267474,537.7171032270851,8.961951720451419
16,2019-11-22,100,482,5735319.302912895,428.3640973129963,7.139401621883271
17,2019-12-06,100,709,11902878.15808668,604.3774523146974,10.07295753857829
18,2019-12-26,100,328,3480460.8914107583,382.00180515483936,6.366696752580656
19,2019-12-30,100,559,6978981.749209293,449.45141855372907,7.490856975895484
