,Date,Number of inspectors,Number of Incidents,Objective Value,Average response time [s],Average response time [min]
0,2019-07-31,100,245,4972562.931004031,730.6623082291637,12.17770513715273
1,2019-08-12,100,440,7600169.500904942,621.8320500740407,10.363867501234012
2,2019-08-15,100,561,2008510773.4272892,128888.391877687,2148.139864628117
3,2019-08-16,100,567,1009779774.6520096,64113.001565206956,1068.5500260867825
4,2019-08-29,100,725,7012588886.965472,348211.31024932,5803.521837488666
5,2019-09-04,100,518,8070540.5083071785,560.8869851333175,9.348116418888624
6,2019-09-19,100,562,1009248141.2991498,64649.3471294829,1077.489118824715
7,2019-09-20,100,734,12988217.567426244,637.0242948601427,10.61707158100238
8,2019-10-01,100,893,2018520881.645852,81373.74214921687,1356.229035820281
9,2019-10-08,100,662,10139020.00384506,551.3666467347767,9.18944411224628
10,2019-10-09,100,585,9132164.666806117,561.9793641111456,9.36632273518576
11,2019-10-22,100,562,8860793.384427661,567.5953057640495,9.459921762734158
12,2019-11-05,100,603,1011094189.6971065,60363.83222072278,1006.0638703453798
13,2019-11-07,100,400,6773640.083727372,609.6276075354635,10.16046012559106
14,2019-11-14,100,584,8583328.323755138,529.1092802314811,8.818488003858018
15,2019-11-19,100,619,2009903011.0014055,116892.58222302196,1948.2097037170327
16,2019-11-22,100,475,9007049743.045055,682639.5594728885,11377.325991214808
17,2019-12-06,100,697,6011213804.761338,310478.7617954206,5174.646029923677
18,2019-12-26,100,326,5230609.829237001,577.6133553758652,9.626889256264421
19,2019-12-30,100,550,5010755404.845016,327976.7174080374,5466.27862346729
