,Date,Number of inspectors,Number of Incidents,Objective Value,Average response time [s],Average response time [min]
0,2019-07-31,100,248,2858495.5333434446,414.9429000014678,6.915715000024464
1,2019-08-12,100,448,4875815.276371536,391.806584708427,6.53010974514045
2,2019-08-15,100,571,6867079.957756466,432.9507504014585,7.215845840024309
3,2019-08-16,100,576,7216823.422031639,451.05146387697744,7.517524397949624
4,2019-08-29,100,736,11203979.9112057,548.0207565263657,9.133679275439428
5,2019-09-04,100,523,5799058.89521688,399.1704019652155,6.652840032753591
6,2019-09-19,100,572,6352541.021507105,399.8102740808668,6.663504568014447
7,2019-09-20,100,745,10579675.538237792,511.2326434584705,8.520544057641175
8,2019-10-01,100,905,21185354.670863092,842.7323404984214,14.045539008307024
9,2019-10-08,100,675,8529699.448694905,454.917303930395,7.581955065506583
10,2019-10-09,100,592,7229657.112803674,439.641310913737,7.327355181895617
11,2019-10-22,100,570,6267519.841054685,395.8433583824012,6.597389306373354
12,2019-11-05,100,606,8250362.483516732,490.1205435752515,8.168675726254191
13,2019-11-07,100,406,4512612.647816724,400.13314118571935,6.668885686428656
14,2019-11-14,100,593,6736077.587867006,408.935570258368,6.815592837639467
15,2019-11-19,100,632,8318793.2323662015,473.8553107044039,7.897588511740065
16,2019-11-22,100,486,5557844.617445901,411.6921938848816,6.861536564748026
17,2019-12-06,100,713,9970633.29339911,503.42608494020755,8.39043474900346
18,2019-12-26,100,328,3709950.0076580388,407.1896349868579,6.786493916447632
19,2019-12-30,100,564,7531002.973877294,480.70231748152946,8.011705291358824
