,Date,Number of inspectors,Number of Incidents,Objective Value,Average response time [s],Average response time [min]
0,2019-07-31,100,247,3590212.9927880988,523.2699098800468,8.721165164667447
1,2019-08-12,100,447,6889209.8249628125,554.8356906010318,9.247261510017198
2,2019-08-15,100,570,7089846.77548686,447.7797963465386,7.462996605775643
3,2019-08-16,100,572,7821005.425193093,492.23111067648836,8.20385184460814
4,2019-08-29,100,733,11157552.05736242,547.9834571146619,9.133057618577698
5,2019-09-04,100,521,6290154.303683854,434.63638182844284,7.243939697140714
6,2019-09-19,100,568,7452919.866166949,472.368160531708,7.872802675528466
7,2019-09-20,100,740,11041369.466586195,537.147703779869,8.952461729664483
8,2019-10-01,100,900,14960251.83161159,598.4100732644637,9.973501221074395
9,2019-10-08,100,668,7781962.190269243,419.3871839067257,6.989786398445428
10,2019-10-09,100,588,7509293.213476633,459.7526457230592,7.66254409538432
11,2019-10-22,100,568,7581518.683054336,480.51878977104957,8.00864649618416
12,2019-11-05,100,607,8852633.856914852,525.0326504924789,8.750544174874648
13,2019-11-07,100,404,5442432.784673538,484.9692580402162,8.082820967336936
14,2019-11-14,100,589,7275037.652557058,444.6542538065434,7.410904230109057
15,2019-11-19,100,624,9093988.333230764,524.6531730710055,8.744219551183425
16,2019-11-22,100,480,6378800.25221021,478.4100189157657,7.973500315262762
17,2019-12-06,100,707,10066360.082329001,512.5727906136408,8.54287984356068
18,2019-12-26,100,326,4283500.978401374,473.02464792162414,7.883744132027069
19,2019-12-30,100,554,8341053.904289108,542.0179432390034,9.033632387316723
