,X_value,Y_value,Sum_weight,Other_side
68,249158.075,527846.047,11,"(249134.606, 527819.059)"
69,252621.55,469994.49700000096,11,"(252740.2105, 469890.233130001)"
70,88815.313,394220.317,11,"(88872.459, 394239.673)"
71,225191.00395,524652.78416,11,"(225093.881, 524622.283)"
72,193404.773,408278.551,10,"(193379.16, 408264.801)"
73,189645.515,553738.452,10,"(189547.703, 553705.487)"
74,193760.8645,459175.99917,10,"(193863.91289, 459442.0494)"
75,187175.568,489737.945,10,"(187534.718, 490034.003)"
76,130474.59,428097.334,10,"(130472.846, 428083.131000002)"
77,226915.85092,579821.64526,10,"(226911.18616, 579840.54611)"
78,137840.52874,458935.59025,10,"(138151.238, 459085.855)"
79,197250.395,473780.959,9,"(197254.092, 473841.439)"
80,159727.703,435033.169,9,"(159724.134, 435042.65)"
81,155415.414,569107.428,9,"(155451.859, 569113.529)"
82,172509.736,447537.301,9,"(172636.51017, 447487.46869)"
83,125140.0684,504928.49413,9,"(125146.934, 504877.598)"
84,129855.409,440633.623,9,"(129825.52604, 440602.45619)"
85,185945.459,378992.176,9,"(185945.027, 379017.14)"
86,67727.5,439639.757,9,"(67719.6, 439662.535)"
87,181411.168,574772.04,8,"(181442.939, 574772.785)"
88,169801.77411,579061.70685,8,"(169808.98635, 579048.71259)"
89,256158.431,573397.741,8,"(256119.335, 573468.974)"
90,178816.36027,312043.83989,8,"(178795.93609, 312041.70681)"
91,194512.874,320640.982,8,"(194479.715, 320668.56)"
92,227358.009,440528.667,7,"(227429.414, 440550.802)"
93,197305.931,395018.42252,7,"(197312.24793, 395078.3480400021)"
94,130857.32285,522482.25479,6,"(130873.369, 522512.679)"
95,177647.224,539881.038,6,"(177393.26265, 540070.319220002)"
96,197499.58349,545258.13859,6,"(197488.94376, 545256.11248)"
97,181586.411,362817.589,6,"(181717.3413, 362767.82012)"
98,87721.4525,461394.58314,6,"(87877.423, 461506.30371)"
99,106426.842,458418.801,6,"(106390.967, 458402.192000002)"
