,Date,Number of inspectors,Number of Incidents,Objective Value,Average response time [s],Average response time [min]
0,2019-07-31,100,244,2743800.8160253656,404.8230712168572,6.74705118694762
1,2019-08-12,100,447,6046439.651931146,486.9615827058641,8.116026378431068
2,2019-08-15,100,568,8650856.5050742,548.2937221525901,9.138228702543168
3,2019-08-16,100,571,8532340.3843259,537.9408998874472,8.965681664790788
4,2019-08-29,100,734,17865519.406810034,876.2380090533533,14.603966817555888
5,2019-09-04,100,520,7584698.511108447,525.0945123075079,8.751575205125132
6,2019-09-19,100,568,8847525.509990685,560.7586590839167,9.345977651398611
7,2019-09-20,100,746,15275278.546512775,737.1448092150937,12.285746820251562
8,2019-10-01,100,903,16038086949.651588,639392.1707502295,10656.53617917049
9,2019-10-08,100,672,14130513.19665756,756.9917783923694,12.616529639872823
10,2019-10-09,100,588,9358918.56858585,572.9950144032154,9.549916906720256
11,2019-10-22,100,569,9063493.546791462,573.4372015544686,9.557286692574477
12,2019-11-05,100,605,9789795.758110646,582.5333013090633,9.708888355151055
13,2019-11-07,100,403,5159013.787839881,460.8548296829671,7.6809138280494516
14,2019-11-14,100,592,9368442.379711198,569.7025771445998,9.495042952409996
15,2019-11-19,100,633,11449080.598879721,651.1325459078514,10.85220909846419
16,2019-11-22,100,482,6936355.828389813,518.0680701701936,8.634467836169893
17,2019-12-06,100,707,14578286.356600484,742.3172685114815,12.371954475191359
18,2019-12-26,100,328,3757076.7558189607,412.36208295573954,6.872701382595659
19,2019-12-30,100,558,8478207.526301274,546.9811307291145,9.116352178818575
